ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,ขนาดเรือ,พื้นที่ทำการประมง,ชนิดสัตว์น้ำ,ปริมาณ,มูลค่า
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งกุลาลาย,3.00,"1,083.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งเหลือง,1.00,186.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งโอคัก,9.00,"1,308.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปูม้า,1.00,206.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกกล้วย,147.00,"31,823.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกกระดอง,41.00,"6,502.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หมึกสาย,15.00,"1,791.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,หอยเชลล์,1.00,121.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,16.00,"1,387.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อันดามัน,ปูอื่น ๆ,26.00,"3,591.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,1.00,38.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาสีกุน,1.00,36.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,13.00,781.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาจวด,3.00,129.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายแดง,110.00,"4,458.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายขาว,37.00,"1,205.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาปากคม,69.00,"2,148.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,7.00,562.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากะพงแดง,8.00,"1,111.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาตาโต,7.00,301.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากระเบน,3.00,162.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,12.00,"1,022.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลายอดจาก,25.00,"1,146.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเก๋า,2.00,356.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,275.00,"8,025.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,845.00,"7,181.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,5.00,"1,403.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,2.00,722.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งโอคัก,69.00,"10,025.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กั้งไข่,1.00,77.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,1.00,206.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกล้วย,125.00,"27,060.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกระดอง,92.00,"14,592.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกสาย,11.00,"1,314.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หอยเชลล์,17.00,"2,049.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งอื่น ๆ,213.00,"18,461.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูอื่น ๆ,5.00,690.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,2.00,120.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาจวด,1.00,43.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายแดง,4.00,162.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายขาว,1.00,33.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาปากคม,9.00,281.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาดาบเงิน,1.00,80.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลากะพงแดง,2.00,278.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเก๋า,1.00,178.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,26.00,759.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเป็ด,230.00,"1,954.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งกุลาลาย,1.00,361.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งโอคัก,1.00,145.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกล้วย,28.00,"6,061.00"
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกระดอง,2.00,318.00
2565,มกราคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกสาย,2.00,238.00
